[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 今天这场对话让我感受到了一种冰冻解封后的人间烟火气息
[03:22:07] 然后我们可以去换下一件事情去做
[03:22:09] 但是如果只是因为暂时的这些阻力
[03:22:14] 你只是试了一个星期
[03:22:16] 然后然后发现哎
[03:22:17] 这件事情有困难啊
[03:22:19] 那我觉得我们一定要尝试去走出自己的舒适区
[03:22:22] 去解决一些这些infrastructure的problem
[03:22:25] 即使这是一些可能一开始跟research无关的问题
[03:22:29] 反正学生就就被我被我被我被我劝回去了
[03:22:34] 然后继续开始啊
[03:22:36] 在tpu上面develop我们我们自己的infrastructure
[03:22:39] 对
[03:22:40] 为什么不用gpu呢
[03:22:41] 没钱啊
[03:22:42] 啊
[03:22:43] ok
[03:22:44] 学校很惨了
[03:22:45] 这个啊
[03:22:46] 学校学校北美的学术界是一个是是一个非常非常啊
[03:22:50] 我我觉得哎
[03:22:51] 就处在一个很很很很难的一个境地吧
[03:22:54] 对为什么
[03:22:55] 呃主要还是就第一资源不够
[03:22:58] 然后举个简单的例子
[03:22:59] 比如说我们要申请funding对吧
[03:23:02] 美国的这个funding system
[03:23:04] 啊
[03:23:05] 可能又要飘的有点远
[03:23:06] 但是美国的这个funding system
[03:23:08] 其实在过去的几十年里面都没有没有什么增长
[03:23:11] 虽然有很高的通通胀
[03:23:12] 对吧
[03:23:13] 啊
[03:23:14] 所有东西都变得很贵
[03:23:15] 学生的学费变得很贵
[03:23:16] 但政府的资助以及各个公司有这种他们这种啊proposal这种这种program对吧
[03:23:24] 有些资助的项目
[03:23:25] 其实还是维持在一个很低的水平
[03:23:28] 对
[03:23:29] 然后大概就是说应平均比如像sf这样的美国的美国的政府机构啊
[03:23:34] 能给到每一个单独的这种pi的这种这种总共的呃资助大概就是五十万这个级别啊
[03:23:43] 美元啊
[03:23:44] 每年五年五年啊
[03:23:46] 每年大概十万对
[03:23:48] 然后大量的公司啊
[03:23:50] 其实已经变得少了很多
[03:23:51] 因为again因为checkgpt因为lm的时代到了
[03:23:54] 然后大家慢慢的变得收缩啊
[03:23:56] 这个这个我们之后可以再聊
[03:23:58] 但是总之是也有更就是其实这种工业界资助的机会也变得越来越少
[03:24:03] 并且一旦如果有时候有一些这样的资助的机会
[03:24:06] 一般会给你比如十万到十五万美元
[03:24:09] 就是这么就是一次的一次性的给你这么多钱作为资助
[03:24:13] 嗯
[03:24:14] 但你知道吗
[03:24:15] 大概有一百个学校
[03:24:16] 同时一百个老师或者更多老师去compete for这十万块钱
[03:24:21] 嗯
[03:24:22] 十万块钱可以干什么呢
[03:24:23] 可以养一个学生一年
[03:24:24] 嗯
[03:24:25] 作为学费
[03:24:26] 嗯
[03:24:27] 还可以干嘛呢
[03:24:28] 可以买半个h100或者300的cluster
[03:24:32] 嗯
[03:24:33] 啊
[03:24:34] 或者可以买个三到四张卡
[03:24:35] 啊
[03:24:36] 所以所以这件事情是做不了事情
[03:24:37] 对吧
[03:24:38] 然然后那呃
[03:24:39] 当然这也不是只是我在吐槽
[03:24:41] 我们所有的其实就是所谓的在美国的这个
[03:24:43] 青年教师都是生活在水深火热之中的
[03:24:46] 大家都要通过自己的方式去找不同的资源
[03:24:49] 所以这也是为什么呃有点像创业
[03:24:52] 就是你在一个非常constrained的resource的情况下
[03:24:55] 要去从不同的地方找到不同的资源
[03:24:58] 你要融资对吧
[03:24:59] 嗯
[03:25:00] 小剧你这是商业访谈录的
[03:25:01] 我说我这个一点也不商业
[03:25:03] 但是其实某些地方可能还是有有一些共性的啊
[03:25:06] 然后包括跟google的人
[03:25:07] 我们当初我有一个我的合作伙伴在google
[03:25:11] 然后他也很特殊了
[03:25:12] 他从来不去公司上班
[03:25:14] 然后说哎他说我们可以聊一聊
[03:25:16] 然后我说好啊
[03:25:17] 那我去聊一聊
[03:25:18] 然后我飞飞过去湾区去找他啊
[03:25:20] 然后他说我们可以聊
[03:25:22] 但我们不要在办公室里聊
[03:25:23] 我们一起去呃这个google旁边的这个trail上面hiking
[03:25:27] 嗯
[03:25:28] 去徒步啊
[03:25:29] 边徒步边聊
[03:25:30] 嗯
[03:25:31] 所以我大夏天啊
[03:25:32] 跟着他这个徒步了一个小时
[03:25:33] 然后跟他讲了讲
[03:25:34] 我们在tpo上面做了一些infrastructure的这些这些contribution啊
[03:25:39] 这些贡献
[03:25:40] 然后包括
[03:25:41] 嗯
[03:25:42] 为什么building这样一个更长期的collaboration的这样一个一个合作伙伴的这样的关系
[03:25:48] 对google来说
[03:25:49] 对我们来说都是一个好事
[03:25:50] 对
[03:25:51] 所以我觉得哎呀
[03:25:52] 这不就是一个融资的过程吗
[03:25:53] 啊
[03:25:54] 所以到后面
[03:25:55] 就化缘了
[03:25:56] 啊
[03:25:57] 就化缘化缘的过程
[03:25:58] 对
[03:25:59] 啊
[03:26:00] 对
[03:26:01] 确实是因为因为其实这样的资助其实是不求回报
[03:26:02] 对
[03:26:03] 所以我觉得我也非常感谢google
[03:26:04] 但anyway
[03:26:05] 我觉得更更也感谢的还是应该是我这几个学生
[03:26:08] 然后他们一点一点
[03:26:09] 然后突破了重重的困境
[03:26:11] 嗯
[03:26:12] 好
[03:26:13] 像像我我几个学生像这个peter
[03:26:16] 然后啊
[03:26:17] 然后然后博洋
[03:26:18] 然后书生
[03:26:19] 然后很多人吧
[03:26:20] 然后他们都在tpo上面做了自己的很大的贡献
[03:26:24] 嗯
[03:26:25] 对
[03:26:26] 然后好
[03:26:27] 这就是这个前提
[03:26:28] 就是说我们现在有一些卡可以用了
[03:26:29] 然后现在我们就可以做一些稍微有点跟大大模型靠的更近的一些事情
[03:26:34] 所以这是为什么我会做这个看brand的这个工作
[03:26:37] 对
[03:26:38] 啊
[03:26:39] 然后当然了所有这些narrative
[03:26:41] 这些story都完全还是我过去这么多年的这些逻辑
[03:26:47] 就是说啊第一表征非常重要
[03:26:50] 第二不管你在解决的是一个普通的计算机视觉的任务
[03:26:55] 还是我们到了一个多模态大模型的时代
[03:26:58] 然后通过这种vqa的方式去解决这些问题
[03:27:02] 嗯
[03:27:03] 我觉得这些都是都是都是都是像啊
[03:27:06] 都是像
[03:27:07] 对
[03:27:08] 然后背后背后还是有一些实质性的东西
[03:27:10] 我们要去要去要去呃要去构想
[03:27:13] 嗯
[03:27:14] 对
[03:27:15] 嗯
[03:27:16] 然后这一部分反正关于语言跟视觉
[03:27:18] 我们可以可以等一下聊
[03:27:19] 然后我然后我们后来又有一个叫做campbells的paper
[03:27:23] 这个paper可能就是更进一步
[03:27:25] 我们不止做image level的vqa的task
[03:27:27] 我们希望能够去还是涉及到video去涉及到视频
[03:27:32] 对
[03:27:33] 然后这件事情其实真正让我真的觉得想要做这件事情的原因
[03:27:38] 又要说回到电影啊
[03:27:40] 还跟还跟这个这个这个我喜欢的两个中国的导演还还蛮蛮蛮有关系的
[03:27:45] 这个贾科长啊贾长科和这个毕干
[03:27:48] 嗯
[03:27:49] 对都是中国很很著名的这个导演
[03:27:51] 对
[03:27:52] 然后啊毕干他路边野餐里面啊大量的运用这种长镜头
[03:27:59] 嗯
[03:28:00] 这件事情让我觉得ok啊
[03:28:03] 虽然在他来说是一种视觉的工具
[03:28:06] 但这件事情对于人来说
[03:28:08] 又是一个视觉的工具
[03:28:10] 我觉得理解的一个很重要很重要的一个媒介
[03:28:13] 就因为什么是长镜头
[03:28:15] 人活在这个世界上就是长镜头
[03:28:18] 我们的眼睛就是我们的相机
[03:28:20] 嗯
[03:28:21] 我们不停歇的在这个世界上面做各种各样的事情
[03:28:25] 对吧
[03:28:26] 然后我们看到的东西这个介质都是video
[03:28:29] 都是视频
[03:28:31] 对吧
[03:28:32] 但是我们又能看到这个视频的这些像素背后的一切东西
[03:28:37] 我们能推理因果
[03:28:39] 我们能感受到空间
[03:28:41] 对吧
[03:28:42] 然后贾成科说了一句话
[03:28:43] 我觉得我非常认同
[03:28:44] 他说这个电影之所以很有意思啊
[03:28:47] 这个还是他在纽约的时候跟我说的
[03:28:49] 他说他说这个很有意思是因为你如果只看这个timeline的话
[03:28:53] 这是一根时间轴
[03:28:55] 嗯
[03:28:56] 它是一个线性的时间轴
[03:28:58] 但是在这个时间轴的每一个点上
[03:29:01] 你需要一个空间去扩展它的时间
[03:29:05] 就像我们现在在说话虽然是一个静态静态静止画面
[03:29:08] 但是假设你家有一个场镜头
[03:29:10] 或者说你今天在纽约街头啊
[03:29:13] 然后然后在在当吧大桥下面当吧大桥下面
[03:29:18] 对其实你看到的还是一个又一个的frame
[03:29:22] 嗯
[03:29:23] 对吧
[03:29:24] 但它背后其实体体现出来的东西是这个世界的状态
[03:29:29] 是整个空间的这种全局的信息啊
[03:29:32] 这件事情是完全超越你的呃这个镜头所encode的
[03:29:38] 这种这种单独的单一的每一帧每一帧之外的啊
[03:29:42] 我觉得我觉得这件事情非常有道理
[03:29:44] 嗯
[03:29:45] 所以这件事情让我觉得接下来还是得要做视频
[03:29:48] 即使视频难做
[03:29:49] 即使视频需要处理海量的数据
[03:29:52] 但还是要做
[03:29:53] 对
[03:29:54] 所以comparison我们就做这件事情
[03:29:55] 然后这件事情它有点像一个precision paper
[03:29:58] precision paper就是一些啊应该怎么怎么怎么怎么怎么翻译
[03:30:02] 应该就是一个观点式的论文啊
[03:30:04] 就是就是他想我我想要提出这样一个观点
[03:30:06] 所以在那里面我们讲
[03:30:07] 某种super sensing的概念
[03:30:09] 就是说超感知的概念啊
[03:30:11] 然后我们还会他还是一篇关于数据的论文
[03:30:15] 他是一篇关于啊这个结构架构的论文啊
[03:30:20] 他也是一个关于关于这个这个啊
[03:30:23] special intelligence的一个论文
[03:30:25] 所以飞飞老师也帮我们啊提提供了很多很多宝贵的建议
[03:30:30] 嗯
[03:30:31] 呃
[03:30:32] 但核心是说我们想要定义一个范式是说接下来多么的
[03:30:37] 这个状态到底应该往哪走
[03:30:39] 对吧
[03:30:40] 然后所以你如果一步一步看这个问题的话
[03:30:42] 就是说我们我们可能是一个不恰当的比喻
[03:30:45] 但你可以拿无人驾驶里面来类比
[03:30:47] 你可能有一个L0的系统啊
[03:30:49] 就是什么都没有的系统
[03:30:50] 这个东西就是一个large model
[03:30:52] 嗯
[03:30:53] 他完全不能观测到这个世界所有的这种visual knowledge
[03:30:58] 他看不到图片
[03:30:59] 他也看不到视频
[03:31:01] 对吧
[03:31:02] 但是他能够通过语言的方式
[03:31:05] 像
[03:31:06] 像大图洞穴预言一样
[03:31:08] 能够侧面的了解这个世界
[03:31:11] 这件事情没问题
[03:31:12] 我们叫他L0
[03:31:13] L1是现在的多么他的系统
[03:31:16] 稍微具备了更好的能力
[03:31:18] 他能够所谓show and tell
[03:31:20] 就是说你给他看一个东西
[03:31:22] 然后他能够告诉你
[03:31:24] 关于你给他看东西的一些答案
[03:31:27] 对吧
[03:31:28] 你问他一个问题
[03:31:29] 他回答一个答案
[03:31:30] 啊
[03:31:31] 这可能是L1
[03:31:32] 然后L2
[03:31:33] 我觉得是我叫他streaming
[03:31:35] event cognition
[03:31:36] 就是说现在这个东西不只是看一张静止图片了
[03:31:41] 你会有一个连续的streamable的这样一个visual string
[03:31:45] 就是视觉流
[03:31:47] 你的智能系统需要能够了解这个视觉流
[03:31:50] 然后能够去process
[03:31:51] 就是处理这个视觉流
[03:31:53] 然后并且能够回答一些问题
[03:31:55] 能够去understand
[03:31:57] what's happened
[03:31:58] 对吧
[03:31:59] 然后再下一个stage
[03:32:01] 我叫他special cognition
[03:32:03] 就是这件事情是我刚说的
[03:32:05] 就是你在这个时间的序列上面的每一点
[03:32:08] 怎么样去能够看到
[03:32:10] 超越他的当前真的背后的
[03:32:13] 就是这些像素背后的这个空间
[03:32:15] 对吧
[03:32:16] 这件事情也是一个人
[03:32:18] 非常unique的本领
[03:32:21] 到最后
[03:32:23] 其实
[03:32:24] 我觉得终局就是说
[03:32:25] 我们需要一个predictive word model
[03:32:27] 对
[03:32:28] 有某种预测性的视觉模型
[03:32:30] 这件事情才能告诉你
[03:32:33] 关于你observe的这种view world
[03:32:35] 的一切
[03:32:36] 对
[03:32:37] 我觉得
[03:32:38] 我想通过这个paper想要讲的事情
[03:32:40] 是说我们
[03:32:41] 在build了一个阶梯
[03:32:43] 然后一步一步
[03:32:44] 通向一个
[03:32:46] 世界模型的未来
[03:32:48] 我们虽然可能不知道
[03:32:50] 应该怎么define
[03:32:51] 这个世界模型
[03:32:52] 知道在这个paper里面
[03:32:53] 我们不会去做这样的define的工作
[03:32:56] 但是
[03:32:57] 我们可以去知道有哪些capability
[03:33:00] 是我们必须得要有的
[03:33:03] 对
[03:33:04] 所以这是paper的核心
[03:33:06] 然后paper
[03:33:07] 然后我们也拍了一小段视频
[03:33:10] 这个我还发到了推特上
[03:33:12] 也是一些学生
[03:33:13] 我们也没有花任何的钱
[03:33:15] 也不是为了宣传
[03:33:16] 就是一些学生
[03:33:17] 拿着摄像机
[03:33:18] 然后在纽约的街头上面拍了一段
[03:33:21] 我们也没能很不幸
[03:33:23] 没能拍出来避干式的成镜头
[03:33:25] 但是
[03:33:26] 边走边拍
[03:33:27] 然后算是一个写给纽约的情书
[03:33:30] 然后但是很多人不理解说
[03:33:32] 你们拍这个东西干什么
[03:33:33] 这个东西跟你paper有关系吗
[03:33:36] 我说当然有关系了
[03:33:38] 我们paper的本身就是在讲
[03:33:41] 一个活在真实世界里面的智能体
[03:33:44] 它是怎么能够去
[03:33:46] 摄入这种连续的视觉流的信号
[03:33:49] 并且能够去感受到
[03:33:51] 这个世界在发生的事情
[03:33:53] 他们可能会被一些事情触动
[03:33:56] 对吧
[03:33:57] 会surprise
[03:33:58] 会感到惊讶
[03:33:59] 但更多的时候
[03:34:00] 他的大脑会有一个某种
[03:34:02] 自发运作的这种世界模型
[03:34:04] 在指导大家做自己
[03:34:06] 就指导大家活在这个世界上
[03:34:08] 对
[03:34:09] 我觉得这边paper其实还蛮有意思的
[03:34:12] 因为我其实也以前也没有做过这种
[03:34:14] 有点像希望想要set一个agenda
[03:34:18] 就是定义问题的这样的工作
[03:34:19] 所以说也是希望像飞飞老师多学习吧
[03:34:23] 就是飞老师经常说北极星对吧
[03:34:26] 我一直在问的问题也是
[03:34:28] 到底什么是视觉的北极星
[03:34:30] 到底这个问题到底是什么
[03:34:32] 应该怎么去解决它
[03:34:34] 对
[03:34:35] 所以这是这个paper
[03:34:36] 你有找到答案吗
[03:34:38] 找不到答案
[03:34:39] 找到答案我就不做在这
[03:34:40] 我觉得这是一个终极问题
[03:34:42] 我觉得这不是一个计算机视觉的问题
[03:34:46] 或者说其实
[03:34:47] 其实我想说的是
[03:34:48] 其实计算机视觉
[03:34:49] 这个term也很有趣吧
[03:34:51] 它叫vision
[03:34:52] 那vision有两重意思
[03:34:54] 它是一个非常有歧义的词语
[03:34:57] vision既指你的视觉
[03:34:59] 又指你对未来的预判
[03:35:01] 对吧
[03:35:02] 就是你说你一个人很有vision
[03:35:04] 有愿景
[03:35:05] visionary有愿景
[03:35:06] 对吧
[03:35:07] 所以我觉得computer vision其实
[03:35:10] 我完全不会
[03:35:13] 我可以说我是一个做computer vision的人
[03:35:18] 但在我定义下的computer vision
[03:35:21] 它是一个perspective
[03:35:22] 它不是一个具体的任务
[03:35:25] 它甚至也不是一个具体的领域
[03:35:27] 它是一个perspective
[03:35:29] perspective就是它是一个观点
[03:35:31] 对
[03:35:32] 或者说它是
[03:35:34] 我觉得智能
[03:35:36] 它蛮本质的
[03:35:38] 它是智能一定要解决的
[03:35:41] 一系列问题的总和
[03:35:43] 它是总和
[03:35:45] 对
[03:35:46] 我说具体一点
[03:35:47] 什么是vision
[03:35:48] 或者vision care哪些问题呢
[03:35:50] 我不一定能说的清楚
[03:35:51] 让我想一下
[03:35:52] 它第一它care处理的信号
[03:35:55] 是连续空间的高维度的有噪音的信号
[03:35:59] 对吧
[03:36:00] 这是computer vision要解决的问题
[03:36:02] computer vision要解决的问题
[03:36:04] 不是在纸上写了大量的文字
[03:36:06] 我们现在要能够演化出某种智能
[03:36:08] 它不解决这个问题
[03:36:09] 它address这个market
[03:36:11] 它的target的这个市场
[03:36:13] 就跟language完全不同
[03:36:16] 对吧
[03:36:17] 连续高维度有噪音的信号
[03:36:20] 这是vision要解决的问题
[03:36:22] 第二
[03:36:23] 从做vision第一天起
[03:36:25] 从我刚刚说
[03:36:27] 我的第一篇paper
[03:36:28] DSN
[03:36:29] had HED开始
