[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 一位00后的华人女孩 名字叫洪乐彤
[00:00:33] 她的探索方向是AF4Net
[02:21:07] 产生的这个
[02:21:08] 完全是不一样的
[02:21:08] 一个色物
[02:21:09] 我们在呃
[02:21:10] 大概当天
[02:21:11] 下午三点五十八分的时候
[02:21:13] 我们是
[02:21:14] 发现我们有八道题
[02:21:15] 然后我们有八道题的话
[02:21:17] 呃
[02:21:18] 就是呃
[02:21:18] 八十分
[02:21:19] 八十分是一个什么水平
[02:21:21] 八十分
[02:21:21] 一共一百二十分
[02:21:22] 去年的八十分
[02:21:24] 是世界前五
[02:21:25] 然后呃
[02:21:26] 但是呢
[02:21:26] 但是往年
[02:21:27] 他八十分
[02:21:28] 可能不是世界前五
[02:21:29] 前十前二十
[02:21:30] 差不多这样
[02:21:31] 然后我们
[02:21:32] 然后我们就希望
[02:21:34] 能够拿到一个九十分
[02:21:35] 因为我们当时
[02:21:35] 就有一个选择
[02:21:36] 我们是否
[02:21:37] 告诉世界
[02:21:38] 我们做了
[02:21:38] 还是我们再等一等
[02:21:39] 然后我们最终
[02:21:40] 确实是有
[02:21:40] 就是十二道题
[02:21:41] 就是全部满分
[02:21:42] 然后这个过程
[02:21:44] 还挺有意思
[02:21:44] 当天我记得
[02:21:45] 就在解题的时候
[02:21:46] 就是呃
[02:21:47] 小月肯教授
[02:21:47] 他有在
[02:21:48] 有一些非常有意思的
[02:21:49] 精彩语录
[02:21:50] 然后我和舒伯
[02:21:51] 我们两个人
[02:21:51] 就是笑的
[02:21:52] 就是前前有后后
[02:21:53] 他说
[02:21:54] 不要再
[02:21:55] 现在不是说
[02:21:56] 数学纯粹之美的时刻
[02:21:58] 不要去精确的
[02:21:59] 去搞这些东西
[02:22:00] 现在是战争状态
[02:22:01] 就是在
[02:22:02] 大家在求解的时候
[02:22:03] 他就说
[02:22:04] 能怎么快捷的去
[02:22:05] 去去做
[02:22:06] 就怎么快捷的去做
[02:22:07] 就得到那个数之后
[02:22:08] 喂进这个
[02:22:09] action prover
[02:22:10] 也其实是和
[02:22:10] 呃
[02:22:11] IMO的这个
[02:22:12] 其他的
[02:22:13] 这个标准是一样的
[02:22:14] 就是说如果有需要
[02:22:15] 求这个
[02:22:16] 解法的题
[02:22:17] 把这个数
[02:22:18] 就是一块的喂进去
[02:22:19] 因为令只能做证明嘛
[02:22:21] 嗯
[02:22:22] 他不能够帮你说
[02:22:22] 是去求解
[02:22:23] 所以求解
[02:22:24] 是人做的是吗
[02:22:25] 求解这个东西
[02:22:26] 是人做的
[02:22:27] 求解在IMO的那一个
[02:22:28] 就是
[02:22:29] IMO的那个考试中
[02:22:30] 甚至是2024年
[02:22:32] 其实这是alpha proof
[02:22:33] 他给的先例
[02:22:34] 就是有六道IMO题
[02:22:35] 然后有一些题
[02:22:36] 要求有一个得数
[02:22:37] 这个得数的话
[02:22:39] 就是要把它
[02:22:39] 一块放进去
[02:22:40] 变成一个证明
[02:22:41] 但是
[02:22:42] 后面我们发现
[02:22:43] 一件事情
[02:22:44] 就是我们其实
[02:22:44] 可以不求解
[02:22:45] 就我们其实
[02:22:46] 因为我们这个系统里面
[02:22:48] 也有一些就是
[02:22:48] informal的这个model
[02:22:49] 其实我们是可以
[02:22:50] 直接让他就是
[02:22:51] 做出这个解法的
[02:22:52] 最后其实
[02:22:53] 我们发现我们的
[02:22:54] 每一道普特兰的题
[02:22:55] 其实
[02:22:56] 我们并不是
[02:22:56] 不需要做人类求解
[02:22:57] 但我们以为
[02:22:58] 我们要求解
[02:22:59] 所以还挺有意思的
[02:23:00] 小野很教授
[02:23:02] 为什么说
[02:23:02] 现在是战士状态
[02:23:03] 因为就是时间紧
[02:23:05] 就是我们
[02:23:05] 大概估计说
[02:23:06] 一般早上六道题
[02:23:08] 下午六道题
[02:23:08] 加在一块
[02:23:09] 十二道题
[02:23:10] 最多不超过三道题
[02:23:11] 需要求解
[02:23:11] 因为确实是少数的
[02:23:13] 大部分还是证明题
[02:23:14] 早上那道试卷下来
[02:23:16] 就是六道题
[02:23:16] 四道题要求解
[02:23:17] 然后我们当时
[02:23:19] 只有就是
[02:23:19] 能做得动
[02:23:20] 这个数学题的人
[02:23:21] 就是基本上
[02:23:23] 就是我普特兰成绩
[02:23:24] 也不怎么样
[02:23:25] 反正基本上
[02:23:25] 就只有艾文晨
[02:23:26] 然后艾文晨
[02:23:27] 就一个人在那里
[02:23:28] 就是一道又一道题的做
[02:23:30] 还是非常非常有意思的
[02:23:31] 我们其他
[02:23:32] 其他同学
[02:23:33] 有些人就是在
[02:23:33] 就是把这个数学题
[02:23:34] 变成令
[02:23:35] 然后
[02:23:36] 看他自己
[02:23:37] 其实也没有
[02:23:38] 做出来多少道
[02:23:39] 就是普特兰的题
[02:23:40] 因为就是研究型数学家
[02:23:42] 和就是这种打竞赛
[02:23:43] 在一个最最短时间内的
[02:23:45] 还是很不一样的
[02:23:46] 一个数学家的
[02:23:47] 一个一个一个特性
[02:23:48] 你们公司
[02:23:50] 为什么叫原理
[02:23:51] 我觉得action
[02:23:53] 是非常美的词
[02:23:54] 就是我自己
[02:23:55] 很小的时候
[02:23:55] 有一本书
[02:23:56] 就是
[02:23:56] 叫数学天书中的证明
[02:23:58] 就是说
[02:23:59] 如果说上帝
[02:24:00] 有一本书
[02:24:01] 这本书里面
[02:24:02] 会有哪一些题
[02:24:03] 数学天书中的证明
[02:24:04] 就是说
[02:24:05] 有一些这样
[02:24:06] 非常好的数学结果
[02:24:07] 我觉得就是
[02:24:09] 公理给我的感受
[02:24:11] 就是
[02:24:11] 首先把它跟
[02:24:13] 另这个形式化语言
[02:24:14] 它是呼应的
[02:24:15] 就是从一些
[02:24:16] 有限的一些公理中
[02:24:18] 可以推导出
[02:24:19] 新的一些结果
[02:24:20] 就像是有地基
[02:24:21] 然后你在往上建高楼
[02:24:23] 另外一个
[02:24:24] 我觉得就是
[02:24:25] 还是
[02:24:26] action
[02:24:26] 这个词就
[02:24:28] 我觉得很美
[02:24:28] 它很数学
[02:24:29] 它很
[02:24:30] 它很克制
[02:24:31] 它很理性
[02:24:32] 它又很sharp
[02:24:33] 它就
[02:24:34] 反正我非常喜欢
[02:24:35] action这个词
[02:24:36] 它就感觉来自
[02:24:38] 那本天书
[02:24:38] 对
[02:24:39] 然后我们公司里
[02:24:40] 名字开头是A的人
[02:24:41] 也特别多
[02:24:42] 我们Alex
[02:24:43] Alberto
[02:24:43] Aaron
[02:24:44] 反正一堆这名字
[02:24:45] 开头是A的
[02:24:46] 我们是action
[02:24:47] 你觉得AI会把数学
[02:24:50] 的历史
[02:24:51] 推向一个新的阶段吗
[02:24:53] 会
[02:24:54] 我觉得会
[02:24:55] 我觉得
[02:24:55] 我觉得
[02:24:55] 我觉得
[02:24:56] 这是非常让人
[02:24:57] 激动人心的一件事情
[02:24:58] 就是随着这个
[02:25:00] 我们以前的这个世界
[02:25:02] 能够做到
[02:25:04] 比较顶尖的
[02:25:06] 数学思维的人
[02:25:09] 是很少的
[02:25:10] 我们现在会成
[02:25:12] 从一个mass pool
[02:25:13] 到mass rich的社会
[02:25:15] 我们会从一个
[02:25:16] 数学的匮乏
[02:25:18] 到数学的
[02:25:19] 的丰富
[02:25:20] 的
[02:25:21] 这个
[02:25:22] supply
[02:25:23] 这个供给
[02:25:24] 会爆炸
[02:25:25] 这是一个
[02:25:26] 让我
[02:25:26] 个人来说
[02:25:27] 非常激动的一个
[02:25:28] 一个野心
[02:25:29] 就是你想一下
[02:25:30] 所有没有被解决的
[02:25:32] 理论问题
[02:25:33] 所有可能说是
[02:25:34] 应用科学家们
[02:25:35] 他们遇到的
[02:25:36] 希望有一个数学家
[02:25:37] 帮他们解决的问题
[02:25:38] 全部可以解决
[02:25:39] 就是一个
[02:25:41] 一个
[02:25:41] 一个
[02:25:42] 一个
[02:25:42] 一个
[02:25:43] 一个
[02:25:44] 一个时代的
[02:25:45] 一个时代的
[02:25:46] 我觉得一个可以被定义
[02:25:47] 就是说
[02:25:48] 指数级的数学发现的增长
[02:25:51] 这个我觉得一定
[02:25:51] 一定会发生
[02:25:52] 然后数学家们会扮演一个
[02:25:54] 什么样的角色
[02:25:55] 数学家们
[02:25:56] 我觉得会
[02:25:56] 扮演的角色就是
[02:25:57] 他们能够提供
[02:25:59] 最好的直觉
[02:26:00] 他们会是能够提供到
[02:26:02] 0.01%的直觉
[02:26:03] 说哪一些数学问题
[02:26:05] 比起哪一些数学问题
[02:26:06] 更值得我们去
[02:26:07] 集中算力去解决
[02:26:08] 我可能会讲一个
[02:26:11] 这个部分会听起来
[02:26:13] 显得我非常激进
[02:26:14] 我觉得这个
[02:26:15] 就好像说是
[02:26:16] 很多不同领域的数学家
[02:26:18] 他们比如说
[02:26:18] 三四十个人
[02:26:19] 或者说是
[02:26:20] 十几二十个人
[02:26:21] 会聚起来
[02:26:22] 去谈论说
[02:26:23] 我们的wish list
[02:26:24] 我们未来希望的
[02:26:26] 这些
[02:26:26] 这些问题被解决
[02:26:27] 然后这些问题的重要性
[02:26:29] 这些问题的连接性
[02:26:30] 也就是说
[02:26:31] 如果你解决了这个
[02:26:32] 你应该能够
[02:26:33] 把这一些都解决
[02:26:34] 这样的这一个过程
[02:26:36] 可能会是
[02:26:36] 他们的主要的数学工作
[02:26:38] 然后实际上是由
[02:26:40] 这个AI数学家
[02:26:42] 去解决这一些问题
[02:26:44] 比如说如果我们
[02:26:45] 就当然是两种情况
[02:26:47] 我们人类有可能
[02:26:48] 有有限的算力
[02:26:49] 能够去
[02:26:50] 我们人类决定
[02:26:51] 花在数学的发现探索上
[02:26:53] 另外一种情况是
[02:26:55] 我们其实某种程度上
[02:26:56] 有很多很多的算力
[02:26:57] 我们可以花无限的算力
[02:26:59] 在在在这个数学探索上
[02:27:01] 这个当然也包括说
[02:27:02] 比如说现在我们可能
[02:27:04] 能够用更少的算力
[02:27:06] 做更好的事情
[02:27:07] 如果是有限的话
[02:27:08] 数学家其实他们某种程度上
[02:27:10] 就是这个资源分配者
[02:27:11] 他们的直觉告诉我们说
[02:27:12] 我们应该比如说
[02:27:13] 两百个H200
[02:27:15] 花在这道题上
[02:27:16] 八千个H200
[02:27:17] 花在这个题上
[02:27:18] 某种程度上
[02:27:19] 算力就会成为
[02:27:20] 去去与这个数学家
[02:27:22] 对于这个数学题的重要性
[02:27:24] 某种程度上
[02:27:25] 花一个花一个等号
[02:27:26] 这是个资源分配问题
[02:27:27] 如果我们现在在一个
[02:27:29] 无限算力的这样的一个
[02:27:30] 一个情境下的话
[02:27:32] 那就是像是那个
[02:27:33] The Misasabis
[02:27:34] 那个Thinking Game
[02:27:35] 思考游戏那个纪录片里面
[02:27:37] 有一刻他在一个
[02:27:38] 这样的一个会议室里面
[02:27:40] 他说
[02:27:40] AlphaFold已经就是做出来了
[02:27:42] 他们刚拿了那个奖
[02:27:44] 现在下一步是什么呢
[02:27:45] 他的手下的一个
[02:27:46] 一个科学家就说
[02:27:47] 我们做一个平台吧
[02:27:48] 让这些结构性生物学家
[02:27:50] 可以去
[02:27:51] 去提交他们希望
[02:27:53] 被折叠的这个蛋白
[02:27:54] 我们折完了
[02:27:55] 我们给他发回去
[02:27:55] 对不对
[02:27:56] The Mis坐在这个桌子上
[02:27:57] 就问说
[02:27:58] 有多少个蛋白
[02:27:59] 然后他说
[02:28:00] 有两百个million
[02:28:00] 两亿个蛋白
[02:28:02] 然后The Mis就把笔
[02:28:03] 扔在桌子上
[02:28:04] 然后就说结束会议吧
[02:28:05] 就是Fold everything
[02:28:06] That was a stupid idea
[02:28:07] 那个平台
[02:28:08] 为什么你去做一个平台呢
[02:28:09] 你可以把所有的东西都折了
[02:28:11] 如果我们在一个
[02:28:12] 无限的算力上的情况下
[02:28:13] 我们就要做这件事情
[02:28:14] 我们要把所有能够
[02:28:16] 人类想到的
[02:28:17] 好奇的数学问题
[02:28:18] 全部解决
[02:28:19] 所有与应用科学家
[02:28:21] 物理学家
[02:28:22] 他们就是
[02:28:23] 在意的一些问题
[02:28:24] 比如说
[02:28:25] 很有意思的一件事情
[02:28:26] 中国剩余定理
[02:28:27] 现在被MIT的
[02:28:28] 这个Ela Fit
[02:28:29] 去用在研究
[02:28:30] 这个有多少个神经元
[02:28:32] 能够叠起来
[02:28:32] 这个neural capacity
[02:28:33] 这个空间里
[02:28:34] 能够有多少个神经元
[02:28:36] 这样的一系列的研究中
[02:28:38] 我做梦也不会想到
[02:28:39] 数论会与初等数论
[02:28:41] 会与这个计算机
[02:28:42] 神经科学
[02:28:43] 理论神经科学
[02:28:44] 产生关系
[02:28:45] 另外一个例子
[02:28:46] 比如现在整个的
[02:28:47] 这个法律与经济
[02:28:48] 这个文献
[02:28:49] 都是两个人
[02:28:51] 一个是斯坦福法学院的
[02:28:52] 这个Mitchell Polanski
[02:28:53] 我当时上了他的
[02:28:54] Law and Economic
[02:28:55] 法律经济
[02:28:56] Seminar
[02:28:56] 然后另外的一个是
[02:28:58] Steven
[02:28:58] 他是在这个MIT
[02:28:59] 我忘了他的last name
[02:29:00] 但他们两个人
[02:29:01] 就有非常多的
[02:29:02] 就是关于法律与经济
[02:29:03] 怎么样去想
[02:29:04] 比如说我有一个刑法
[02:29:05] 有多少是
[02:29:06] 用来
[02:29:08] 让这个社会
[02:29:09] 不要犯罪
[02:29:10] 有多少是
[02:29:11] 实际上是
[02:29:12] 对这个人
[02:29:13] 他个体的
[02:29:14] 某种程度上的
[02:29:15] 修正与惩罚
[02:29:16] 这个过程
[02:29:17] 可以拿
[02:29:18] 就是微分方程
[02:29:19] 就是有非常非常多的
[02:29:21] 我在法学院的时候
[02:29:22] 就是还帮他算了
[02:29:23] 挺多微分方程
[02:29:24] 就是能够去
[02:29:25] 去去
[02:29:26] 去解
[02:29:26] 就是数学
[02:29:27] 其实可以被应用在
[02:29:29] 这个Tim Gower
[02:29:31] 菲尔兹奖
[02:29:31] 他有一个非常著名的
[02:29:33] 一个
[02:29:33] 一个一个话
[02:29:35] 就是
[02:29:35] 为什么我们国家基金委
[02:29:37] 什么的
[02:29:37] 需要去继续给
[02:29:38] 纯数学
[02:29:40] 去提供这个经费呢
[02:29:41] 是因为数学
[02:29:42] 是一个生态系统
[02:29:43] 你有纯数学
[02:29:44] 你就有应用数学
[02:29:45] 你这个纯数学
[02:29:46] 你如果死了
[02:29:48] 你应用数学
[02:29:49] 也就没了
[02:29:49] 你可能确实觉得
[02:29:51] 你作为一个
[02:29:51] 一个政策上
[02:29:53] 这些应用数学
[02:29:54] 更与实际的
[02:29:55] 这个市场
[02:29:56] 与社会更有关系
[02:29:57] 但是如果你不去
[02:29:59] 做这些基础科学的
[02:30:00] 这个
[02:30:01] 当然这个也与
[02:30:02] 其他就是学科
[02:30:03] 比如说生物的基础科学
[02:30:04] 也是一样的一个
[02:30:05] 一个一个一个
[02:30:06] 一个一个一个
[02:30:07] 一个论点嘛
[02:30:08] 就是说你一定要去
[02:30:10] 进行通过理论层面上的发现
[02:30:12] 我认为从数学
[02:30:14] Math
[02:30:14] 然后到Code
[02:30:15] 到这个
[02:30:16] 这个编程去
[02:30:17] 在软件层面上
[02:30:19] 去做一些
[02:30:20] 甚至就可以到
[02:30:21] Real World Testing
[02:30:22] 实际世界上的
[02:30:23] 一些验证
[02:30:24] 数学和代码
[02:30:25] 某种程度上
[02:30:26] 是孪生兄弟
[02:30:26] Math is Code
[02:30:27] Code is Math
[02:30:28] Math is Code
[02:30:29] 因为有一个叫做
[02:30:30] Curry Howard
[02:30:31] 对应
[02:30:32] 就是它是一个
[02:30:33] Lin就是基于这个
[02:30:34] 我每一个数学证明
[02:30:35] 可以变成一个
[02:30:36] 一个计算机程序
[02:30:37] Code is Math
[02:30:38] 为什么
[02:30:39] 因为Code
[02:30:39] 现在我们发现
[02:30:41] 为什么Backend
[02:30:42] 甚至是整个
[02:30:43] Distributed System的
[02:30:44] Web Coding
[02:30:45] 没有办法做到
[02:30:46] 像就是
[02:30:47] 做一个网站
[02:30:48] 这样这么好
[02:30:49] 其实就是因为
[02:30:50] 它有很多的一些
[02:30:51] 没有办法Backtrack
[02:30:53] 没有办法做很好的
[02:30:54] 就是
[02:30:56] Hierarchical
[02:30:56] 就是分级的这种拆解
[02:31:00] 对
[02:31:00] 这些能力
[02:31:01] 其实某种程度上
