[00:00:00] Hello大家好,我是小骏
[01:51:14] 当然进度不如
[01:51:16] 一种
[01:51:16] 所以英朗开始
[01:51:17] 跟他在那边对质了
[01:51:18] 你为什么不做这样
[01:51:19] 你为什么不这样
[01:51:20] 为什么不想这样
[01:51:20] 讲到最后
[01:51:22] 那个人
[01:51:24] 那个人直接来一句
[01:51:26] 英朗你要做这个东西
[01:51:27] 不可能
[01:51:28] 你不能跟他这么说
[01:51:30] 你要求这个东西
[01:51:31] 不可能做不到
[01:51:32] 英朗当下
[01:51:34] 我印象非常非常的深刻
[01:51:37] 因为那时候
[01:51:37] 是我身为高管以后
[01:51:39] 跟他开了一个
[01:51:39] 比较早期的一个会
[01:51:41] 他直接来一句
[01:51:42] 就很淡定的
[01:51:44] 说好
[01:51:45] 那我接受你了
[01:51:46] 辞呈
[01:51:47] 你想想看
[01:51:51] 你我在这个
[01:51:52] 同样的这个房间里面
[01:51:54] 我们就是高管坐在后面
[01:51:56] 在听这个报告
[01:51:57] 最后来这一句
[01:51:59] 好
[01:52:00] 你觉得接下来的
[01:52:02] 三十秒是怎么样
[01:52:03] 沉默
[01:52:05] 空气凝结
[01:52:07] 差不多这样
[01:52:09] 我觉得是反正是
[01:52:10] 就真的
[01:52:11] 人家说时间
[01:52:12] 这样停顿
[01:52:13] 可能就真的那种感觉吧
[01:52:14] 你有看到那个同事
[01:52:15] 走出来的时候的表情吗
[01:52:17] 你没有走出来
[01:52:18] 那同事就直接就说OK
[01:52:19] 他就走出去了
[01:52:21] 就这样子
[01:52:25] 就很淡定
[01:52:27] 但你说这是伊朗开完
[01:52:28] 看一来
[01:52:29] 有没有在那边拍桌子
[01:52:32] 有没有在那边丢椅子
[01:52:33] 有没有在那边
[01:52:34] 你是全世界最大的废物
[01:52:36] 他没有咆哮
[01:52:38] 他从来没有咆哮
[01:52:39] 他不会咆哮
[01:52:40] 他就说我就接受你的辞呈
[01:52:42] 外界很多时候都会觉得
[01:52:45] 他是一个暴君
[01:52:46] 其实你看到的不是
[01:52:47] 但外界的确很多那种直言
[01:52:50] 那我不怀疑
[01:52:52] 他的确在一些场景下
[01:52:54] 他会这样子
[01:52:56] 因为他是一个
[01:52:57] 像我说的
[01:52:58] 他是一个非常真情的一个人
[01:52:59] 他不太会克制
[01:53:02] 他自己心里想的
[01:53:04] 他想要跟你开个冷笑话
[01:53:05] 就给你开个冷笑话
[01:53:06] 像家人
[01:53:07] 有时候离开他的时候
[01:53:09] 有时候他也会像小孩子一样
[01:53:11] 这样的反应
[01:53:12] 你刚才讲了
[01:53:13] 就是公司为什么敢用你
[01:53:15] 作为飞鹰9号的首席制造工程师
[01:53:19] 但从你的角度
[01:53:20] 你来到这个岗位
[01:53:21] 你面对的是一摊什么样的事情
[01:53:23] 我觉得肯定头都炸了
[01:53:26] 从一个没有做过火箭的人
[01:53:28] 然后开始我要负责一个火箭的项目
[01:53:31] 是
[01:53:32] 其实很简单
[01:53:34] 很多的确在飞鹰9号的项目的人
[01:53:36] 都对飞鹰9号
[01:53:38] 各个的工程非常非常内行的工程师
[01:53:41] 非常聪明的人
[01:53:43] 也非常
[01:53:44] 有
[01:53:45] 干劲的一些工程师
[01:53:46] 年轻的工程师
[01:53:47] 他们的确
[01:53:49] 他们很多人是毕业完第一份工作以后
[01:53:52] 就可以加入了SpaceX
[01:53:54] 所以他们从来没有做过生产的一件事情
[01:53:57] 所以说当我把生产
[01:54:00] OK好
[01:54:00] 那我们要做40台火箭
[01:54:02] 好
[01:54:03] 那我们现在逻辑来思考
[01:54:04] 40台火箭需要什么
[01:54:06] 我们开始把一个表格这样发出来
[01:54:08] OK我们需要40台火箭升进之后
[01:54:11] 给你需要在这个实验点里面
[01:54:12] 做什么
[01:54:13] 这很基础
[01:54:14] 我觉得
[01:54:15] 大家可能觉得
[01:54:15] 这是不是理所当然的事情吗
[01:54:17] OK
[01:54:18] 可是很多时候
[01:54:19] 这些工程师
[01:54:21] 非常的聪明
[01:54:22] 可是可能很多时候就需要一些整合
[01:54:24] 那那个时候
[01:54:26] 我就在做这个整合这个角色
[01:54:27] 你看
[01:54:30] Mask会把Model 3
[01:54:33] Model X
[01:54:33] 跟火箭来对比
[01:54:36] 你觉得飞鹰9号
[01:54:37] 它相当于
[01:54:37] 如果是车的那个序号的话
[01:54:40] 它到了Model几
[01:54:41] 飞鹰9号一定是一个
[01:54:45] 不要说SpaceX
[01:54:46] 我认为航空航天界的吧
[01:54:48] Model T
[01:54:49] Model T
[01:54:51] OK什么Model T呢
[01:54:53] 就很早
[01:54:54] Model T是福特
[01:54:55] 那个时候在
[01:54:56] 一早期在颠覆整个汽车产业的时候
[01:55:00] 的第一个产品
[01:55:02] 就把汽车第一次大量化
[01:55:05] OK就是Model T
[01:55:07] 那我认为飞鹰9号
[01:55:09] 更实切的是一个Model T
[01:55:10] 它还没有到特斯拉的时候
[01:55:12] 远远没有到
[01:55:12] 还没有到特斯拉的时候
[01:55:13] 就差了100年
[01:55:14] 真的差了100年
[01:55:15] 你说现在新建的整个规划
[01:55:18] 跟飞鹰9号
[01:55:19] 就是完完全全是两个级别
[01:55:21] 新建能到什么时刻呢
[01:55:23] 如果类比汽车产业
[01:55:24] 新建吗
[01:55:25] 按照伊朗所说的吗
[01:55:29] 它是希望一步能够跨到Model 3
[01:55:32] OK但是我认为
[01:55:33] 这个有点悬
[01:55:34] 我就能够把Model S
[01:55:35] 可能就不错了
[01:55:36] 这个是在什么时间规划
[01:55:39] 我们看时间吧
[01:55:41] 我们就从历史看未来
[01:55:43] 飞鹰9号
[01:55:44] 总共花了10年的时间
[01:55:48] 从开发一直把这个回收
[01:55:51] 整个这样的
[01:55:52] 这样的就是回收
[01:55:53] 这样的第一只火箭
[01:55:55] 然后这个历程碑
[01:55:58] 那新建花了整整一半的时间
[01:56:03] 做到一半做到这个历程碑
[01:56:06] 所以如果我们这样
[01:56:07] 按照历史去推未来的话
[01:56:09] 那或许新建能够在未来两三年内
[01:56:12] 能够达到这个境界
[01:56:13] 你觉得他能达到这个境界
[01:56:14] 这个Model系列吗
[01:56:17] 我认为是可以持续观测的
[01:56:20] 以我们对新建
[01:56:22] 然后以对这个整个所有
[01:56:25] 我们在还在那边奋斗的朋友们的
[01:56:28] 跟我们的
[01:56:30] 这些feedback
[01:56:31] 对我觉得是
[01:56:32] 应该是目前是可以达到的
[01:56:36] 你作为飞鹰9号的
[01:56:38] 就是首席制造工程师
[01:56:40] 你能不能从内部视角来跟我们讲讲
[01:56:41] 这个飞鹰的
[01:56:43] 它的发展
[01:56:44] 它有什么样的
[01:56:46] 历程碑啊
[01:56:48] 整个飞鹰的系列
[01:56:50] 可以
[01:56:51] 飞鹰其实大家都觉得说
[01:56:53] 飞鹰9号就是一个飞鹰9号
[01:56:54] 就是飞鹰9号这个名字
[01:56:56] 可是飞鹰9号呢
[01:57:00] 两个大的历程碑
[01:57:02] 第一个
[01:57:04] 就是飞鹰9号能够达到
[01:57:07] 回收
[01:57:08] 2015年的回收
[01:57:10] 这是第一个历程碑
[01:57:11] 就是第一个飞鹰9号能够真的在另一个围城了
[01:57:14] 第二个
[01:57:15] 也就是在这个回收以后
[01:57:18] 能够大量持续量化生产并且能够持续这样完成这个任务
[01:57:23] 我觉得这是第二个历程碑
[01:57:26] 所以我觉得飞鹰9号就是两个历程碑
[01:57:28] 第一
[01:57:29] 就是飞鹰9号一开始发现发射成功进轨道
[01:57:32] 那不是一件事
[01:57:34] 发射成功进轨道
[01:57:36] 成功的回收了
[01:57:38] OK这是第一个很重要的历程碑
[01:57:40] 那在这个历程碑之上
[01:57:42] 能够做到一整个系统
[01:57:44] 能够不只能够回收并且能够量化
[01:57:48] 这是真正的飞鹰9号最后的一个历程碑
[01:57:51] 这个大概在什么时间
[01:57:53] 两年内
[01:57:56] 那这三年内事情很密集
[01:57:59] 非常密集
[01:58:00] 我们在
[01:58:01] 我常常跟很多人讲就是SpaceX的这个开发史
[01:58:07] 你看
[01:58:08] SpaceX是2002年创立
[01:58:10] 它可能花了第1个10年
[01:58:13] 2002到2012年
[01:58:14] 完成了所谓的这个Startup的0到1
[01:58:19] 那我们加入SpaceX
[01:58:21] 然后到在奋斗的这些年
[01:58:24] OK就是所谓的SpaceX的这个第二部曲
[01:58:28] 也就是1到1000
[01:58:30] 那现在呢
[01:58:31] SpaceX
[01:58:32] OK到从12年到后面
[01:58:35] 就整个平台
[01:58:37] 然后再加上整个太空产业的开发
[01:58:39] 这是SpaceX第三部曲
[01:58:41] 就是第三代人来做的事情
[01:58:43] 飞鹰9号进入了
[01:58:44] 这个成功和失败
[01:58:45] 当然先是失败更多
[01:58:47] 这个故事能不能给大家讲讲
[01:58:49] 从2015年第一次降落
[01:58:51] OK
[01:58:53] 回收成功
[01:58:54] 这是一个很重要的历程碑
[01:58:58] 那你可以想象
[01:58:59] 那是你参与了对吧
[01:59:01] 当然参与了对
[01:59:02] 那
[01:59:03] 在那个当下
[01:59:05] 你可以想象在
[01:59:06] 飞鹰9号那个时候能够做到这件事情
[01:59:09] 其实已经是在业界里面非常非常先进的火箭了
[01:59:14] 其实在所有业界
[01:59:16] 不管是NASA的规格
[01:59:18] 不管是ULA
[01:59:19] 不管是反正全世界任何的火箭规格
[01:59:22] 飞鹰9号在那个当下
[01:59:24] OK已经是公认非常先进的一只火箭
[01:59:28] 但是在那个当下
[01:59:30] 2015年2016年
[01:59:31] 我们接连
[01:59:32] OK发射了两次
[01:59:34] OK的失败
[01:59:36] 那并且两次失败
[01:59:38] 都跟我的部门有关
[01:59:40] 因为那个时候我发
[01:59:42] 我说了嘛我管了所有的这些
[01:59:44] 飞鹰9号的这些部位的部门
[01:59:46] OK只要不是壳给引擎基本上都是我的部门
[01:59:49] 所以都跟我的部门有关
[01:59:51] 所以那个时候我会说
[01:59:53] 大家会认为说SpaceX在
[01:59:55] 你知道一开始飞鹰1号到2008年
[01:59:57] 这是飞的最困难的时候
[01:59:59] No
[02:00:00] 所以最困难的时候其实是
[02:00:02] 就是exactly在15年16年这个时候
[02:00:06] 刚刚经历了一次成功啊
[02:00:08] 不止经历一次成功
[02:00:09] 经历了多次成功
[02:00:11] 并且你已经在整个业界里面
[02:00:14] 是最前面的时候
[02:00:17] 你失败了
[02:00:20] 你失败的时候呢现在问题来了
[02:00:23] 你已经是整个业界里面大家
[02:00:27] 对标的一个目标OK你已经是跑在整个业界前面
[02:00:32] 你失败了
[02:00:33] 你失败的时候呢你问谁这个问题
[02:00:37] 出了问题
[02:00:38] 那个时候在发射台上面瞬间爆炸了
[02:00:42] 所有人那个时候都认为
[02:00:44] 这是飞鹰主号最完美的一个版本
[02:00:47] 不可能再进阶了
[02:00:48] 这个原因我们改进过所有最完美的一个版本
[02:00:52] 那突然间失败了
[02:00:54] 所有业界认为这是最完美我们也不知道
[02:00:56] 所有没有人知道
[02:00:58] 所以在你一个不知不知的一个环境之下
[02:01:01] 那你也知道说你只有
[02:01:03] 你的钱也就只有这么多
[02:01:06] 你要没有办法解决这个问题
[02:01:08] 整个公司OK可能就是在
[02:01:11] 就当下就就就截止了
[02:01:14] 这是我记得在spacex15年16年时候在spacex里面最低最低
[02:01:18] 就不要说我全公司
[02:01:21] OK最大困难的时候
[02:01:22] 一路那时候每天的表情是什么样的
[02:01:25] 一样的表情其实跟他
[02:01:27] 平时的时候是一模一样的
[02:01:31] 这也是我给英朗跟所有我觉得spacex团队
[02:01:35] 在这个的当下
[02:01:38] 大家不会觉得
[02:01:40] 这有什么不一样
[02:01:43] 这有什么就是
[02:01:44] OK我们有一个很困难的困难没错
[02:01:48] 也是的确是一个公司很困难的事情没错
[02:01:52] 但是我们就是反正还是要按照我们的方式
[02:01:56] 一一的去解决这个问题
[02:01:58] 英朗那个时候你看一下这个时候
[02:02:01] 发生问题了第一件事要干什么
[02:02:04] 谁负责呢
[02:02:05] 很多公司
[02:02:06] 谁负责呢
[02:02:09] 谁做这个事情呢把他找出来把他砍了给这东西
[02:02:13] OK我们把这个人
[02:02:14] 砍了所以这个问题解决了我们可以继续在这当前
[02:02:17] NASA可没有那么简单
[02:02:19] 你要是没有办法能够找到这个东西的一个原点
[02:02:23] 他就是整个
[02:02:24] 管理spacex再多抄钱
[02:02:26] 你就是不准飞
[02:02:28] 你不飞没钱
[02:02:31] 没钱
[02:02:31] 你觉得在spacex那个时候那么庞大的体系每一个月烧多少钱
[02:02:36] 所以即使你再有带多的钱在那个时候其实是最风险的时候
[02:02:41] 就在量化的时候
[02:02:43] 你当时压力大吗
[02:02:44] 你的部门出问题了
[02:02:46] 压力大到
[02:02:49] 我那个时候其实在那之前啊
[02:02:53] 我很久没有生病
[02:02:55] 我刚刚可能早期跟你说我在
[02:02:58] 回归看来我人最累的时候
[02:03:00] OK可能是在我第一份工作
[02:03:02] OK做三个小时完成所有的每天八个小时就可以回家
[02:03:07] 然后这样子
[02:03:08] 那是我最累的时候
[02:03:09] 在spacex每一天
[02:03:12] OK基本上是996
[02:03:13] OK大家认为说OK中国有996可以跟全球竞争
[02:03:18] 那大家
[02:03:19] 可能没有想到是马斯克也有个996
[02:03:22] 在美国
[02:03:23] OK那
[02:03:24] 中国可能有一些
[02:03:27] 比较便宜的劳工
[02:03:28] 或许能够在生产上面有优势或者更厉害的工程师
[02:03:33] 对那spacex有一些完全免费的工程师
[02:03:37] 基本上净免费的工程师我以时间这样处理
[02:03:41] 你们没有加班工资啊
[02:03:42] 我完全没有加班工资
[02:03:43] 那每一个人基本上12个小时6天
[02:03:46] 这是一个蛮基本的一个东西
[02:03:48] 这是美国劳工法
[02:03:51] 这不是spacex发明的
[02:03:52] 大家觉得在美国生产是一个不可能的事情
[02:03:57] 对不对那美国的确有分
[02:03:59] 对不对就是你是一个hourly的劳工
[02:04:02] 那fine你有加班费你有这个时薪
[02:04:06] 那你要是一个工程师
[02:04:08] 你要是一个管理人员
[02:04:11] 他们是完全没有这个受限的
[02:04:13] 就是你是一个责任制的
[02:04:16] 你完成你的事情
[02:04:18] 你需要多少时间完成你的事情
[02:04:20] 你就会花多少时间
[02:04:21] 你一个小时能够做完事情
[02:04:24] 那非常好回家睡觉
[02:04:26] 任你开心
[02:04:27] 你要需要24个小时那你就留着吧
[02:04:32] ok
[02:04:32] 那就是spacex那个时候的状况
[02:04:34] 最后要找的问题更远了吧
[02:04:37] 都是很细微的问题
[02:04:38] 我们经历到了几个月就长期不断
[02:04:42] 所有的事情
[02:04:43] 在一个未知下
[02:04:46] 然后真的就靠自己直觉
[02:04:48] 然后测试所有我们的可能性
[02:04:51] 那也其实运气也是一部分
[02:04:54] 因为你说那个时候有办法在这么短时间内
[02:04:57] 能够测试所有的这些原因吗
[02:04:59] 不可能
[02:05:00] 你那个时候只能够靠直觉
[02:05:03] 跟靠你的运气
[02:05:06] 就真的根本被你猜中了
[02:05:08] 那个时候基本上spacex就到了这个阶段
[02:05:11] 那我真的被我们猜中了
[02:05:13] 那的确是一个非常非常边缘
[02:05:16] 设计的就是在
[02:05:18] 所有设计产品里面大家最怕的嘛
[02:05:22] 就是我们未知未知
[02:05:25] ok这个点
[02:05:26] 那真的被我们弄出来了
[02:05:28] 就是这个点
[02:05:29] 然后经过反正这个地方的改变
[02:05:32] 那飞行9号
[02:05:35] 在这之后
[02:05:37] 我说英文叫knock on woods
[02:05:39] ok就希望不会再发生
[02:05:41] 但是到目前为止600度
[02:05:43] 我都没有发现
[02:05:44] 我没有发现
[02:05:45] 我看到你之前跟媒体回忆过
[02:05:47] 就是那一天的发射是2015年的6月28号
[02:05:50] 是马斯克44岁的生日
[02:05:52] 然后那天你迟到了
[02:05:53] 他有一种不祥的预感
[02:05:54] 你那天为什么迟到了
[02:05:58] 那因为第一次
[02:05:59] 第一次发生总共两次
[02:06:01] 那次也没有所谓迟到
[02:06:05] 我呢一般是很早上班的
[02:06:08] 一般我喜欢早进公司
[02:06:10] 然后希望能够早出公司
[02:06:12] 但是我喜欢早上的时候
[02:06:13] 工作
[02:06:14] 对那那个时候呢我比早
[02:06:16] 我比一般的时候呢就晚睡了一点
[02:06:20] 对那我进公司的时候反正
[02:06:22] 公司这个发射已经在进行当中了
[02:06:25] 我就
[02:06:26] 就刚刚好
[02:06:28] 就是
[02:06:30] 华磊
[02:06:30] 我可以进来刚好看到了
[02:06:32] 对那那个时候呢
[02:06:34] 反正我就反正问周边的人
[02:06:36] 怎么样今天发射怎么样我才刚到
[02:06:39] 他说
[02:06:40] 看起来不妙
[02:06:41] ok看这个数字我就说哇
[02:06:43] 完了这个东西
[02:06:44] 就这一句话看起来不妙
[02:06:47] 那的确在非常短的时间以后
[02:06:50] 就火箭就出事了
[02:06:55] 在这种时刻会偷偷去看英国表情吗
[02:06:58] 每次发射的
[02:06:59] 现场
[02:07:02] 也不会因为伊朗那个时候呢其实他就坐在这个发射这个控制室里面吗
[02:07:06] 就以spacex的设计如果去spacex
[02:07:08] spacex有一个反正spacex最大的组装场
[02:07:12] 那他在这个组装场前面有一个控制台
[02:07:15] 那这个控制台就像NASA
[02:07:17] 这样的一个控制台就所有这些上面的这个火箭的这个指标
[02:07:22] 那当然是比NASA更先进就看起来像一个21世纪的这样的控制台
[02:07:26] 然后就反正所有spacex员工就围绕这个控制台
[02:07:29] 然后在那边一起观况
[02:07:31] 观看这个这个发射的这个这个进展
[02:07:35] 对那当然伊朗是坐在里面
