[00:00:00] Hello 大家好,我是小骏
[00:00:03] 今天我们的嘉宾是游凯超
[01:52:59] 以及这个公司
[01:53:00] 从一个开源项目走向公司化的过程
[01:53:03] 那今天我们其实还也很想
[01:53:05] 跟你聊的一个话题
[01:53:06] 就是模型与Infra的Codesign
[01:53:09] 我觉得这个你们
[01:53:10] 非常擅长
[01:53:10] 也是现在很多模型公司
[01:53:11] 都很关注的一个话题
[01:53:12] 那我们先从一个最基本的开始聊起
[01:53:15] 就如果是一些
[01:53:17] 给一些非技术背景的观众
[01:53:18] 或者听众解释
[01:53:20] 模型结构与Infra的Codesign
[01:53:22] 您会怎么比喻
[01:53:23] 它们为什么需要在一起设计
[01:53:25] 我们现在很多人
[01:53:29] 把这个token比作电力
[01:53:30] 对吧
[01:53:31] 然后呢
[01:53:32] 我觉得可能可以从这个比喻开始吧
[01:53:35] 我们可以把硬件
[01:53:37] 就想象成这个自然资源
[01:53:39] 就是
[01:53:40] 你比如说不同的地方
[01:53:41] 它有这个不同的风力和不同的水力
[01:53:43] 还有这个光伏太阳能
[01:53:45] 然后呢
[01:53:47] 模型我觉得可以把它比作是一个发电机
[01:53:50] 那么有这种大风车的这种风力发电机
[01:53:53] 也有太阳能的那种光伏发电机
[01:53:55] 也有这种机械式的这个水力的发电机
[01:53:58] 然后推力引擎就可以把它把它比作是这个电力系统
[01:54:02] 那么他把这个模型跑在硬件上
[01:54:06] 然后呢
[01:54:07] 最后再把这个token发送给用户
[01:54:10] 分发到这个千家万户
[01:54:11] 那么这里面的这个code design的程度
[01:54:14] 它其实就决定了它的发电效率
[01:54:18] 那么比如说有的地方水流比较湍急
[01:54:21] 有的地方水流比较平缓
[01:54:24] 那你在这两个地方怎么样去设计你的发动机
[01:54:27] 使得你的发动机能够更好的利用这部分能量
[01:54:30] 这个就是所谓的这个模型和infra的code design
[01:54:34] 就是在同样的自然资源的情况下
[01:54:38] 配上可能不同的东西
[01:54:40] 有不同的发电机
[01:54:41] 然后它有不一样的发电效率
[01:54:44] 对
[01:54:44] 直觉上来看的话
[01:54:46] 推理效率可能是系统工程师的事情
[01:54:48] 它跟模型算法的关系是什么
[01:54:50] 我觉得要讲清楚这个事情的话
[01:54:53] 可能就要讲清楚一个概念叫做
[01:54:56] hardware lottery
[01:54:57] 就是硬件彩票
[01:54:59] 这个也是就是这个
[01:55:01] 应该不是David Patterson
[01:55:03] 是另一个这个学者写的
[01:55:05] 就是他说的是就是
[01:55:08] 在几十年前的时候
[01:55:10] 之前呢就是还是摩尔定律比较有效的时候
[01:55:13] 那个时候其实软件和硬件的发展
[01:55:15] 基本上是一个各自为战的状态
[01:55:17] 那么你写软件的人
[01:55:19] 你其实不需要考虑那么多硬件的特性
[01:55:21] 因为硬件的通用性能
[01:55:23] 它每隔两年就翻一倍
[01:55:25] 然后呢软件的性能自然的就会跟着变快
[01:55:28] 但是呢现在的问题就是
[01:55:30] 摩尔定律的那个黄金时代已经结束了
[01:55:33] 就是你没有办法再通过制成
[01:55:35] 然后得到通用性能的提升
[01:55:38] 所以现在其实已经进入了
[01:55:39] 进入了一个专用时代
[01:55:42] 就是因为他经常说这个黄式定律
[01:55:45] 就是说你的算力可能你每隔两年又会翻几倍
[01:55:49] 但是这个算力它其实都是专用的算力
[01:55:52] 就是它没有办法做到通用
[01:55:54] 那所以如果你的这个算法
[01:55:56] 没有利用到这些专用的算力
[01:55:58] 你就没有抽中硬件的那个彩票
[01:56:00] 你就吃不到这个时代的红利
[01:56:03] 比如说我觉得就是
[01:56:05] 这个机器学习非常资深的这个Hinton老师
[01:56:09] 他当时强推了一个叫做capital network
[01:56:13] 那个东西就是他觉得从概念上非常make sense
[01:56:17] 但是那个东西在GPU上不友好
[01:56:20] 所以他得不到广泛的应用
[01:56:22] 或者说至今他没有得到广泛的应用
[01:56:24] 如果他需要得到广泛的应用
[01:56:26] 可能需要一个专用的硬件
[01:56:28] 所以说就是模型的结构
[01:56:30] 他决定了推理效率的一个上界
[01:56:33] 如果你的这个上界太低了
[01:56:35] 那系统工程师就无力回天了
[01:56:37] 对吧
[01:56:37] 你已经做成这个烂样子了
[01:56:38] 那他再优化一下
[01:56:39] 也就是这个样子
[01:56:41] 所以你必须得把两者结合起来看
[01:56:43] 其实transformer就是抽中了GPU的彩票
[01:56:48] 对可以这样说
[01:56:49] 因为它非常适合并行
[01:56:51] 这个并行指的就是它里面有大量的这个矩阵乘法
[01:56:53] 那应该是算法领着硬件走
[01:56:56] 还是硬件领着算法走
[01:56:57] 理想情况下这两个肯定是要协作的
[01:57:00] 但是实际情况是因为硬件它已经造出来了
[01:57:05] 所以很多时候是算法需要去学习硬件的发展
[01:57:09] 当然硬件一旦走错了
[01:57:12] 它就几年的时间它就走错了
[01:57:14] 这对硬件公司来说是一个巨大的挑战
[01:57:17] 所以它需要不断地踩着时代的脉搏
[01:57:20] 去压住下一个有用的硬件长什么样子
[01:57:23] 但是一般来说还是算法和模型结构适配硬件适配的多
[01:57:29] 你们举一个具体的例子来说明
[01:57:31] 因为模型结构设计的好
[01:57:33] 所以导致infra的效率提高了很多
[01:57:35] 一个比较著名的例子
[01:57:37] 我觉得可以说就是rope吧
[01:57:39] 这个就是rope
[01:57:39] 叫做旋转位置编码
[01:57:41] transformer出来之后
[01:57:43] 说位置编码这个事情
[01:57:45] 我觉得你少说可以找到上百种位置编码的实现
[01:57:49] 但是他们其中很多的实现都需要修改
[01:57:53] 其中核心的注意力的实现
[01:57:55] 就是你的位置编码变了
[01:57:56] 那么你的注意力kernel需要重新写
[01:57:58] 比如说一个叫做alibi的技术
[01:58:01] 它是absolute的position bias
[01:58:05] 所以它就没有得到广泛的应用
[01:58:08] 那rope流行起来的一个很重要的原因
[01:58:12] 就是随着训练长度的这个提升
[01:58:15] 那么大家需要位置编码
[01:58:17] 然后呢
[01:58:18] 同时又flash attention解决了训练长度的问题
[01:58:21] 所以flash attention就变成了一个训练必须的东西
[01:58:25] 然后在这个时候
[01:58:26] 你的大部分的用户是没有办法
[01:58:29] 就没有那个能力去修改flash attention的
[01:58:32] 所以这个时候大部分需要修改attention内部实现的位置编码
[01:58:37] 就被干掉了
[01:58:38] 就没有人去尝试了
[01:58:40] 而rope它的好处在于
[01:58:42] 它是一个绝对位置编码
[01:58:43] 就大家希望是一个绝对位置编码
[01:58:45] 但它同时又是一个相对位置编码
[01:58:48] 但是它是一个以绝对位置编码实现的方式
[01:58:51] 所以呢它有非常良好的性质
[01:58:53] 而且呢它是可以把它独立注入到这个query和key里面
[01:58:57] 它是独立在attention之外的
[01:58:59] 就你可以在attention kernel之外独立的做这个rope
[01:59:02] 所以呢它跟attention kernel是互补的
[01:59:05] 所以它就变成了一个最佳搭档
[01:59:07] 所以说就是
[01:59:08] 模型结构设计的好
[01:59:10] 那么它就可以跟infra有一个co-design
[01:59:12] 就是一个共鸣的效果
[01:59:14] 就大家可以互相提高
[01:59:16] 能够有一个更高效的实现
[01:59:18] 那么你的整体的训练推理效率都会提高很多
[01:59:21] 因为提到infra
[01:59:23] 大家这一代大模型公司里
[01:59:25] 就会说deep-seq是infra做最好的
[01:59:27] 它的infra做的好
[01:59:29] 是跟这个模型结构和infra的co-design有关系吗
[01:59:33] 对我觉得就是infra的
[01:59:36] 就是deep-seq的infra团队啊
[01:59:38] 我觉得可以说是全球顶级的这个团队
[01:59:41] 是不是第一我不好说
[01:59:43] 这个可能见仁见智
[01:59:44] 但是绝对是顶级的
[01:59:46] 然后infra的能力强呢
[01:59:48] 也就能够高效实现的模型结构就更多
[01:59:51] 所以呢他们的算法研究员
[01:59:53] 就可以更快更充分的去探索各种选项
[01:59:56] 然后呢
[01:59:58] 这里面我觉得还有一个就是
[02:00:00] 他们的算法同学
[02:00:02] 其实也都是懂一部分infra的
[02:00:05] 比如说在24年年初
[02:00:08] 的时候就是当时deep-seq探索MOE嘛
[02:00:11] 就是deep-seq MOE那一波
[02:00:13] 那么其实是deep-seq的一个算法同学
[02:00:16] 写出了这个MOE的
[02:00:18] 当时还是比较粗力度的MOE的
[02:00:20] 一个比较高效的实现
[02:00:21] 所以他们其实在探索MOE方面
[02:00:25] 这个infra探索了很多
[02:00:26] 然后包括后面这个细力度MOE
[02:00:29] 也是他们在推理系统里面第一个做出来的
[02:00:32] 所以说infra的能力
[02:00:34] 对于deep-seq同学的这个算法探索
[02:00:36] 起到了非常大的影响
[02:00:38] 非常重要的作用
[02:00:39] 同时他们的算法同学也会
[02:00:41] 学习infra的知识
[02:00:43] 使得自己的算法设计能够更infra的友好
[02:00:46] 所以应该是算法主动去靠近infra
[02:00:50] 算法需要主动去靠近infra
[02:00:54] 然后infra也需要对算法有一些基础的了解
[02:00:59] 我觉得就是这两者需要更紧密的合作
[02:01:03] 这两者需要
[02:01:05] 比如说一起办公
[02:01:06] 有什么样的机制
[02:01:07] 能够让他们更紧密吗
[02:01:09] 还是说我从招人上就应该算法的人懂infra
[02:01:11] infra的人懂算法
[02:01:12] 我觉得招人的时候
[02:01:14] 如果能招到既懂算法又懂infra的同学
[02:01:16] 这个肯定是非常好的
[02:01:18] 然后呢
[02:01:18] 后期的组织结构上面
[02:01:20] 可能确实一起办公会更好一些
[02:01:23] 比如说一起办公的同学
[02:01:25] 大家日常的讨论
[02:01:26] 对吧
[02:01:27] 这个infra的同学每天讨论的是什么事情
[02:01:29] 那么算法同学耳濡目染的也就知道了
[02:01:32] 原来我有这样的一些东西要考虑
[02:01:34] 然后呢
[02:01:35] 算法同学一些日常讨论
[02:01:37] infra的同学也就知道了
[02:01:37] 算法同学也是耳濡目染的
[02:01:39] 就是会有一些潜移默化的影响吧
[02:01:41] 对
[02:01:42] 那比如说如果infra团队太主导
[02:01:45] 他有的时候也会忽略到算法上面的一些事情
[02:01:48] 比如说这个MOE里面
[02:01:51] 那么就曾经出现过一些infra同学
[02:01:54] 为了这个MOE的均衡而选择了expert choice的这个事情
[02:01:59] 那么这个事情在算法上面其实是不能被接受的
[02:02:02] 但是在infra上面你可以让他跑得很快
[02:02:05] 所以这也是一个infra
[02:02:07] 和算法过度倾斜到infra的一个例子
[02:02:10] 这两者谁的话语权可能可以更高一点
[02:02:14] 我觉得很多公司里面是算法的话语权更高一些
[02:02:18] 然后infra很多时候是一个被动接收的状态
[02:02:24] 但理想情况下他们两个应该code design
[02:02:27] 怎么说呢
[02:02:28] 这个就像刚才说的模型和这个硬件code design一样
[02:02:32] 理想情况下他们都应该是code design
[02:02:34] 但是现实情况下是硬件更强势一些
[02:02:37] 因为它已经设计出来
[02:02:38] 说到DeepSeek他们最近这个DeepSpark也刚刚发布
[02:02:42] 那么从旁观者的视角解读一下这个最新的技术进展
[02:02:47] 就是DeepSpark它是一种这个新的投机解码的方法
[02:02:51] 因为这个自回归的建模的大模型
[02:02:54] 它的推理整个就分为预填充和解码两个阶段
[02:02:57] 那么预填充呢它是处理用户的输入
[02:03:00] 然后呢解码阶段它是处理模型就是自己在输出
[02:03:03] 然后因为它是自回归的
[02:03:05] 所以你模型解码阶段只能一个一个
[02:03:07] token的生成
[02:03:08] 这个效率比较低
[02:03:09] 然后呢投机解码它就是说我根据当前的输入
[02:03:13] 一次性的猜测我接下来要生成的几个token
[02:03:16] 然后呢把解码的过程呢变成一小段一小段的这个预填充的过程
[02:03:20] 那么它一次性可以处理多个token
[02:03:23] 就可以提高处理效率
[02:03:25] 那在DeepSpark提出之前呢
[02:03:28] 这个业界其实已经研究了很多的投机解码的方法
[02:03:31] 比如说常见的这个Ego
[02:03:33] 以及同样是这个DeepSeek提出的MTP的这个投机解码
[02:03:37] 那它们的特点就是猜测的长度比较短
[02:03:40] 一般可能就猜测三到五个
[02:03:42] 但是接收率比较高
[02:03:44] 那DeepSpark的技术路线呢属于是DeepFlash的系列
[02:03:48] 那这一部分我们其实最近几个月也都一直在关注
[02:03:51] 所以DeepSpark它不算非常新颖的内容
[02:03:55] DeepFlash路线的特点就是它一次性会猜很多个token
[02:03:59] 比如说16个token
[02:04:00] 那我们VLM和Invidia其实最近刚刚发布了一个技术博客
[02:04:05] 就是在介绍VLM里面的DeepFlash的知识
[02:04:07] 这样的话可以对某些模型达到每秒上千token的速度
[02:04:12] DeepFlash的缺点就在于它猜的token很多
[02:04:15] 但是它猜错的也很多
[02:04:17] 所以呢它模型验证过程中存在一个算力浪费的问题
[02:04:20] 那DeepSpark对于DeepFlash的改进就是说
[02:04:24] 估计一下这些猜的token里面哪些是准确的哪些是不准确的
[02:04:29] 然后呢大概率不准确的token你就不要再去验证了
[02:04:32] 所以呢比如说模型猜测了16个token
[02:04:36] 那你简单统计一下这个token
[02:04:37] 模型最后输出的一个致信度
[02:04:39] 可能发现只有前8个token是准的
[02:04:42] 那你就只需要验证前8个token就可以了
[02:04:44] 所以说DeepSpark大概是延续着这个路线在改进DeepFlash
[02:04:49] 那DeepSpark对我们来说其实并不意外
[02:04:53] 就是因为我们已经做了几个月的DeepFlash相关的优化了
[02:04:56] 然后呢DeepFlash的这个接收率的问题
[02:04:59] 也是DeepFlash的研究圈子里面的一个共识
[02:05:02] 然后像在DeepSpark提出来之前呢
[02:05:06] 腾讯的会员团队其实已经
[02:05:07] 有发布了一个D-Cut工作
[02:05:09] 然后呢上交的同学
[02:05:11] 其实也有提出一个叫做Domino的工作
[02:05:13] 都是通过类似的思路
[02:05:15] 来解决这个问题的
[02:05:17] 所以说你说这个DeepSpark
[02:05:19] 在算法上面有多么normal
[02:05:21] 我觉得并不能算很normal
[02:05:23] 那我们跟DeepSeq团队
[02:05:25] 跟腾讯会员的团队也都有很多的沟通
[02:05:28] 大家很快也会看到
[02:05:29] VM里面支持这些算法
[02:05:31] 但是就是创新性是一回事
[02:05:34] 然后能不能把这个创新的想法
[02:05:36] 扎实的做出来
[02:05:37] 只有是另一回事
[02:05:39] 我觉得DeepSpark是继承了DeepSeq
[02:05:41] 一如既往的非常扎实的infra的基础
[02:05:44] 把这个推理优化压榨到了极致
[02:05:47] 这也是我们在跟他们学习的一点
[02:05:49] 就是怎么做到更好的这个推理优化
[02:05:51] 然后其实这个也是另一点
[02:05:54] 就是算法跟infra co-design的部分吧
[02:05:56] 就是有没有一个好的推理引擎上的实现
[02:06:00] 是决定一个投机解码算法
[02:06:02] 能不能大规模使用的一个关键
[02:06:04] 那DeepSeq的推理引擎团队非常强悍
[02:06:07] 所以
[02:06:07] 所以
[02:06:07] 也为这个算法团队研究投机解码
[02:06:10] 提供了更大的探索空间和更多的反馈
[02:06:12] 这刚好是一个co-design的案例
[02:06:15] 对
[02:06:16] 你讲了这个我在想
[02:06:17] 大家都会说会是一个很懂infra的人
[02:06:20] 当然应该也会有不错的infra吧
